code,level,type,localPrefix,name
63.06.07.2004,4,DESA,Desa,Banjarbaru
63.06.07.2005,4,DESA,Desa,Bayanan
63.06.07.2006,4,DESA,Desa,Pandan Sari
63.06.07.2007,4,DESA,Desa,Pihanin Raya
63.06.07.2008,4,DESA,Desa,Tumbukan Banyu
63.06.07.2009,4,DESA,Desa,Sungai Pinang
63.06.07.2010,4,DESA,Desa,Habirau
63.06.07.2011,4,DESA,Desa,Habirau Tengah
63.06.07.2012,4,DESA,Desa,Parigi
63.06.07.2013,4,DESA,Desa,Banua Hanyar
63.06.07.2014,4,DESA,Desa,Tambangan
63.06.07.2015,4,DESA,Desa,Baruh Jaya
63.06.07.2016,4,DESA,Desa,Samuda
63.06.08,3,KECAMATAN,Kecamatan,Daha Utara
63.06.08.2001,4,DESA,Desa,Pakapuran Kecil
63.06.08.2002,4,DESA,Desa,Panggandingan
63.06.08.2003,4,DESA,Desa,Tambak Bitin
63.06.08.2004,4,DESA,Desa,Pakan Dalam
63.06.08.2005,4,DESA,Desa,Paramaian
63.06.08.2006,4,DESA,Desa,Pandak Daun
63.06.08.2007,4,DESA,Desa,Murung Raya
63.06.08.2008,4,DESA,Desa,Balah Paikat
63.06.08.2009,4,DESA,Desa,Sungai Garuda
63.06.08.2010,4,DESA,Desa,Sungai Mandala
63.06.08.2011,4,DESA,Desa,Mdl. Murung Mesjid
63.06.08.2012,4,DESA,Desa,Baruh Kembang
63.06.08.2013,4,DESA,Desa,Teluk Haur
63.06.08.2014,4,DESA,Desa,Pasungkan
63.06.08.2015,4,DESA,Desa,Teluk Kabak
63.06.08.2016,4,DESA,Desa,Hamayung
63.06.08.2017,4,DESA,Desa,Hamayung Utara
63.06.08.2018,4,DESA,Desa,Paharangan
63.06.08.2019,4,DESA,Desa,Hakurung
63.06.09,3,KECAMATAN,Kecamatan,Kalumpang
63.06.09.2001,4,DESA,Desa,Balimau
63.06.09.2002,4,DESA,Desa,Karang Paci
63.06.09.2003,4,DESA,Desa,Bago Tanggul
63.06.09.2004,4,DESA,Desa,Karang Bulan
63.06.09.2005,4,DESA,Desa,Balanti
63.06.09.2006,4,DESA,Desa,Kalumpang
63.06.09.2007,4,DESA,Desa,Tambingkar
63.06.09.2008,4,DESA,Desa,Sirih
63.06.09.2009,4,DESA,Desa,Sirih Hulu
63.06.10,3,KECAMATAN,Kecamatan,Loksado
63.06.10.2001,4,DESA,Desa,Halunuk
63.06.10.2002,4,DESA,Desa,Panggungan
63.06.10.2003,4,DESA,Desa,Lumpangi
63.06.10.2004,4,DESA,Desa,Malinau
63.06.10.2005,4,DESA,Desa,Hulu Banyu
63.06.10.2006,4,DESA,Desa,Tumingki
63.06.10.2007,4,DESA,Desa,Kamawakan
63.06.10.2008,4,DESA,Desa,Lok Lahung
63.06.10.2009,4,DESA,Desa,Loksado
63.06.10.2010,4,DESA,Desa,Haratai
63.06.10.2011,4,DESA,Desa,Ulang
63.06.11,3,KECAMATAN,Kecamatan,Daha Barat
63.06.11.2001,4,DESA,Desa,Siang Gantung
63.06.11.2002,4,DESA,Desa,Baru
63.06.11.2003,4,DESA,Desa,Tanjung Selor
63.06.11.2004,4,DESA,Desa,Badaun
63.06.11.2005,4,DESA,Desa,Bajayau
63.06.11.2006,4,DESA,Desa,Bajayau Tengah
63.06.11.2007,4,DESA,Desa,Bajayau Lama
63.07,2,KABUPATEN,Kabupaten,Hulu Sungai Tengah
63.07.01,3,KECAMATAN,Kecamatan,Haruyan
63.07.01.2001,4,DESA,Desa,Pengambau Hilir Luar
63.07.01.2002,4,DESA,Desa,Panggung
63.07.01.2003,4,DESA,Desa,Barikin
63.07.01.2004,4,DESA,Desa,Andang
63.07.01.2005,4,DESA,Desa,Pengambau Hilir Dalam
63.07.01.2006,4,DESA,Desa,Haruyan
63.07.01.2007,4,DESA,Desa,Haruyan Seberang
63.07.01.2008,4,DESA,Desa,Pengambau Hulu
63.07.01.2009,4,DESA,Desa,Sungai Harang
63.07.01.2010,4,DESA,Desa,Batu Panggung
63.07.01.2011,4,DESA,Desa,Mangunang
63.07.01.2012,4,DESA,Desa,Hapulang
63.07.01.2013,4,DESA,Desa,Lok Buntar
63.07.01.2014,4,DESA,Desa,Tabat Padang
63.07.01.2015,4,DESA,Desa,Mangunang Seberang
63.07.01.2016,4,DESA,Desa,Pandanu
63.07.01.2017,4,DESA,Desa,Teluk Mesjid
63.07.02,3,KECAMATAN,Kecamatan,Batu Benawa
63.07.02.2001,4,DESA,Desa,Murung A.
63.07.02.2002,4,DESA,Desa,Pagat
63.07.02.2003,4,DESA,Desa,Kalibaru
63.07.02.2004,4,DESA,Desa,Kahakan
63.07.02.2005,4,DESA,Desa,Aluan Sumur
63.07.02.2006,4,DESA,Desa,Aluan Besar
63.07.02.2007,4,DESA,Desa,Paya Besar
63.07.02.2008,4,DESA,Desa,Bakti
63.07.02.2009,4,DESA,Desa,Aluan
63.07.02.2010,4,DESA,Desa,Aluan Mati
63.07.02.2011,4,DESA,Desa,Baru
63.07.02.2013,4,DESA,Desa,Pantai Batung
63.07.02.2014,4,DESA,Desa,Layuh
63.07.02.2015,4,DESA,Desa,Haliau
63.07.03,3,KECAMATAN,Kecamatan,Labuan Amas Selatan
63.07.03.1001,4,KELURAHAN,Kelurahan,Pantai Hambawang Barat
63.07.03.2002,4,DESA,Desa,Mahang Baru
63.07.03.2003,4,DESA,Desa,Mundar
63.07.03.2004,4,DESA,Desa,Tabudarat Hilir
63.07.03.2005,4,DESA,Desa,Tabudarat Hulu
63.07.03.2006,4,DESA,Desa,Pantai Hambawang Timur
63.07.03.2007,4,DESA,Desa,Banua Kepayang
63.07.03.2008,4,DESA,Desa,Ta'al
63.07.03.2009,4,DESA,Desa,Durian Gantang
63.07.03.2010,4,DESA,Desa,Guha
63.07.03.2011,4,DESA,Desa,Bangkal
63.07.03.2012,4,DESA,Desa,Panggang Marak
63.07.03.2013,4,DESA,Desa,Jamil
63.07.03.2014,4,DESA,Desa,Taras Padang
63.07.03.2015,4,DESA,Desa,Murung Ta'al
63.07.03.2016,4,DESA,Desa,Sungai Rangas
63.07.03.2017,4,DESA,Desa,Batang Bahalang
63.07.03.2018,4,DESA,Desa,Sungai Jaranih
63.07.04,3,KECAMATAN,Kecamatan,Labuan Amas Utara
63.07.04.2001,4,DESA,Desa,Perumahan
63.07.04.2002,4,DESA,Desa,Kasarangan
63.07.04.2003,4,DESA,Desa,Banua Kupang
63.07.04.2004,4,DESA,Desa,Rantau Keminting
63.07.04.2005,4,DESA,Desa,Pemangkih
63.07.04.2006,4,DESA,Desa,Pemangkih Seberang
63.07.04.2007,4,DESA,Desa,Binjai Pemangkih
63.07.04.2008,4,DESA,Desa,Samhurang
63.07.04.2009,4,DESA,Desa,Pahalatan
63.07.04.2010,4,DESA,Desa,Mantaas
63.07.04.2011,4,DESA,Desa,Sungai Buluh
63.07.04.2012,4,DESA,Desa,Kadundung
63.07.04.2013,4,DESA,Desa,Tungkup
63.07.04.2014,4,DESA,Desa,Tabat
63.07.04.2015,4,DESA,Desa,Rantau Bujur
63.07.04.2016,4,DESA,Desa,Binjai Pirua
63.07.05,3,KECAMATAN,Kecamatan,Pandawan
63.07.05.2001,4,DESA,Desa,Jaranih
63.07.05.2002,4,DESA,Desa,Banua Hanyar
63.07.05.2003,4,DESA,Desa,Palajau
63.07.05.2004,4,DESA,Desa,Banua Batung
63.07.05.2005,4,DESA,Desa,Jatuh
63.07.05.2006,4,DESA,Desa,Pandawan
63.07.05.2007,4,DESA,Desa,Mahang Matang Landung
63.07.05.2008,4,DESA,Desa,Kambat Selatan
63.07.05.2009,4,DESA,Desa,Kayu Rabah
63.07.05.2010,4,DESA,Desa,Setiap
63.07.05.2011,4,DESA,Desa,Kambat Utara
63.07.05.2012,4,DESA,Desa,Banua Supanggal
63.07.05.2013,4,DESA,Desa,Hulu Rasau
63.07.05.2014,4,DESA,Desa,Banua Asam
63.07.05.2015,4,DESA,Desa,Masiraan
63.07.05.2016,4,DESA,Desa,Mahang Putat
63.07.05.2017,4,DESA,Desa,Mahang Sungai Hanyar
63.07.05.2018,4,DESA,Desa,Hilir Banua
63.07.05.2019,4,DESA,Desa,Buluan
63.07.05.2020,4,DESA,Desa,Matang Ginalun
63.07.05.2021,4,DESA,Desa,Walatung
63.07.06,3,KECAMATAN,Kecamatan,Barabai
63.07.06.1001,4,KELURAHAN,Kelurahan,Barabai Darat
63.07.06.1002,4,KELURAHAN,Kelurahan,Barabai Timur
63.07.06.1003,4,KELURAHAN,Kelurahan,Barabai Selatan
63.07.06.1004,4,KELURAHAN,Kelurahan,Barabai Utara
63.07.06.1005,4,KELURAHAN,Kelurahan,Barabai Barat
63.07.06.1006,4,KELURAHAN,Kelurahan,Bukat
63.07.06.2007,4,DESA,Desa,Gambah
63.07.06.2008,4,DESA,Desa,Kayu Bawang
63.07.06.2009,4,DESA,Desa,Benawa Tengah
63.07.06.2010,4,DESA,Desa,Mandingin
63.07.06.2011,4,DESA,Desa,Pajukungan
63.07.06.2012,4,DESA,Desa,Banua Budi
63.07.06.2013,4,DESA,Desa,Banua Binjai
63.07.06.2014,4,DESA,Desa,Banua Jingah
63.07.06.2015,4,DESA,Desa,Ayuang
63.07.06.2016,4,DESA,Desa,Babai
63.07.06.2017,4,DESA,Desa,Awang Besar
63.07.06.2018,4,DESA,Desa,Bakapas
63.07.07,3,KECAMATAN,Kecamatan,Batang Alai Selatan
63.07.07.1001,4,KELURAHAN,Kelurahan,Birayang
63.07.07.2002,4,DESA,Desa,Kias
63.07.07.2003,4,DESA,Desa,Kapar
63.07.07.2004,4,DESA,Desa,Tembuk Bahalang
63.07.07.2005,4,DESA,Desa,Limbar
63.07.07.2006,4,DESA,Desa,Lok Basar
63.07.07.2007,4,DESA,Desa,Paya
63.07.07.2008,4,DESA,Desa,Cukan Lipai
63.07.07.2009,4,DESA,Desa,Birayang Surapati
63.07.07.2010,4,DESA,Desa,Mahela
63.07.07.2011,4,DESA,Desa,Rangas
63.07.07.2012,4,DESA,Desa,Wawai Gardu
63.07.07.2013,4,DESA,Desa,Labuhan
63.07.07.2014,4,DESA,Desa,Birayang Timur
63.07.07.2015,4,DESA,Desa,Tanah Habang
63.07.07.2016,4,DESA,Desa,Banua Rantau
63.07.07.2017,4,DESA,Desa,Anduhum
63.07.07.2018,4,DESA,Desa,Wawai
63.07.07.2019,4,DESA,Desa,Lunjuk
63.07.08,3,KECAMATAN,Kecamatan,Batang Alai Utara
63.07.08.2001,4,DESA,Desa,Sumanggi Semerang
63.07.08.2002,4,DESA,Desa,Sumanggi
63.07.08.2003,4,DESA,Desa,Ilung
63.07.08.2004,4,DESA,Desa,Maringgit
63.07.08.2005,4,DESA,Desa,Telang
63.07.08.2008,4,DESA,Desa,Labunganak
63.07.08.2009,4,DESA,Desa,Hapingin
63.07.08.2010,4,DESA,Desa,Dangu
63.07.08.2013,4,DESA,Desa,Ilung Tengah
63.07.08.2014,4,DESA,Desa,Haur Gading
63.07.08.2018,4,DESA,Desa,Awang
63.07.08.2019,4,DESA,Desa,Awang Baru
63.07.08.2020,4,DESA,Desa,Muara Rintis
63.07.08.2021,4,DESA,Desa,Ilung Pasar Lama
63.07.09,3,KECAMATAN,Kecamatan,Hantakan
63.07.09.2001,4,DESA,Desa,Hantakan
63.07.09.2002,4,DESA,Desa,Alat
63.07.09.2003,4,DESA,Desa,Murung B.
63.07.09.2004,4,DESA,Desa,Bulayak
63.07.09.2005,4,DESA,Desa,Batu Tunggal
63.07.09.2006,4,DESA,Desa,Pasting
63.07.09.2007,4,DESA,Desa,Tilahan
63.07.09.2008,4,DESA,Desa,Haruyan Dayak
63.07.09.2009,4,DESA,Desa,Kindingan
63.07.09.2010,4,DESA,Desa,Datar Ajab
63.07.09.2011,4,DESA,Desa,Hinas Kanan
63.07.09.2012,4,DESA,Desa,Patikalain
63.07.10,3,KECAMATAN,Kecamatan,Batang Alai Timur
63.07.10.2001,4,DESA,Desa,Batu Tangga
63.07.10.2002,4,DESA,Desa,Hinas Kiri
63.07.10.2003,4,DESA,Desa,Pembakulan
63.07.10.2004,4,DESA,Desa,Nateh
63.07.10.2005,4,DESA,Desa,Tandilang
63.07.10.2006,4,DESA,Desa,Muara Hungi
63.07.10.2007,4,DESA,Desa,Atiran
63.07.10.2008,4,DESA,Desa,Batu Perahu
63.07.10.2009,4,DESA,Desa,Aing Bantai
63.07.10.2010,4,DESA,Desa,Juhu
63.07.10.2011,4,DESA,Desa,Datar Batung
63.07.11,3,KECAMATAN,Kecamatan,Limpasu
63.07.11.2001,4,DESA,Desa,Tapuk
63.07.11.2002,4,DESA,Desa,Karau
63.07.11.2003,4,DESA,Desa,Limpasu
63.07.11.2004,4,DESA,Desa,Kabang
63.07.11.2005,4,DESA,Desa,Abung Surapati
63.07.11.2006,4,DESA,Desa,Karatungan
63.07.11.2007,4,DESA,Desa,Pauh
63.07.11.2008,4,DESA,Desa,Abung
63.07.11.2009,4,DESA,Desa,Hawang
63.08,2,KABUPATEN,Kabupaten,Hulu Sungai Utara
63.08.01,3,KECAMATAN,Kecamatan,Danau Panggang
63.08.01.2003,4,DESA,Desa,Sungai Namang
63.08.01.2004,4,DESA,Desa,Danau Panggang
63.08.01.2008,4,DESA,Desa,Pandamaan
63.08.01.2009,4,DESA,Desa,Baru
63.08.01.2010,4,DESA,Desa,Bitin
63.08.01.2011,4,DESA,Desa,Manarap
63.08.01.2012,4,DESA,Desa,Pararain
63.08.01.2013,4,DESA,Desa,Telaga Mas
63.08.01.2015,4,DESA,Desa,Darussalam
63.08.01.2016,4,DESA,Desa,Sarang Burung
63.08.01.2017,4,DESA,Desa,Longkong
63.08.01.2019,4,DESA,Desa,Rintisan
63.08.01.2020,4,DESA,Desa,Palukahan
63.08.01.2021,4,DESA,Desa,Teluk Mesjid
63.08.01.2022,4,DESA,Desa,Sungai Panangah
63.08.01.2023,4,DESA,Desa,Manarap Hulu
63.08.02,3,KECAMATAN,Kecamatan,Babirik
63.08.02.2001,4,DESA,Desa,Babirik Hilir
63.08.02.2002,4,DESA,Desa,Babirik Hulu
63.08.02.2003,4,DESA,Desa,Sungai Durait Hilir
63.08.02.2004,4,DESA,Desa,Hambuku Hilir
63.08.02.2005,4,DESA,Desa,Murung Panti Hulu
63.08.02.2006,4,DESA,Desa,Murung Panti Hilir
63.08.02.2007,4,DESA,Desa,Murung Kupang
63.08.02.2008,4,DESA,Desa,Sungai Luang Hilir
63.08.02.2009,4,DESA,Desa,Pajukungan Hilir
63.08.02.2010,4,DESA,Desa,Kalumpang Dalam
63.08.02.2011,4,DESA,Desa,Parupukan
63.08.02.2012,4,DESA,Desa,Sungai Luang Hulu
63.08.02.2013,4,DESA,Desa,Sungai Durait Hulu
63.08.02.2014,4,DESA,Desa,Sungai Dalam
63.08.02.2015,4,DESA,Desa,Hambuku Baru
63.08.02.2016,4,DESA,Desa,Hambuku Lima
63.08.02.2017,4,DESA,Desa,Sungai Jamjam
63.08.02.2018,4,DESA,Desa,Kalumpang Luar
63.08.02.2019,4,DESA,Desa,Teluk Limbung
63.08.02.2020,4,DESA,Desa,Sungai Durait Tengah
63.08.02.2021,4,DESA,Desa,Pajukungan Hulu
63.08.02.2022,4,DESA,Desa,Sungai Papuyu
63.08.02.2023,4,DESA,Desa,Sungai Nyiur
63.08.03,3,KECAMATAN,Kecamatan,Sungai Pandan
63.08.03.2001,4,DESA,Desa,Rantau Karau Hilir
63.08.03.2002,4,DESA,Desa,Rantau Karau Hulu
63.08.03.2003,4,DESA,Desa,Banyu Tajun Hilir
63.08.03.2004,4,DESA,Desa,Banyu Tajun Hulu
63.08.03.2005,4,DESA,Desa,Banyu Tajun Pangkalan
63.08.03.2006,4,DESA,Desa,Sungai Sandung
63.08.03.2007,4,DESA,Desa,Sungai Pandan Hilir
63.08.03.2008,4,DESA,Desa,Teluk Betung
63.08.03.2009,4,DESA,Desa,Tambalang
63.08.03.2010,4,DESA,Desa,Hambuku Hulu
63.08.03.2011,4,DESA,Desa,Hambuku Tengah
63.08.03.2014,4,DESA,Desa,Pandulangan
63.08.03.2015,4,DESA,Desa,Sungai Pandan Hulu
63.08.03.2021,4,DESA,Desa,Pondok Babaris
63.08.03.2024,4,DESA,Desa,Sungai Pinang
63.08.03.2025,4,DESA,Desa,Tambalang Kecil
63.08.03.2026,4,DESA,Desa,Putat Atas
63.08.03.2029,4,DESA,Desa,Banyu Tajun Dalam
63.08.03.2031,4,DESA,Desa,Sungai Pandan Tengah
63.08.03.2032,4,DESA,Desa,Hanbuku Raya
63.08.03.2033,4,DESA,Desa,Sungai Kuini
63.08.03.2034,4,DESA,Desa,Tapus Dalam
63.08.03.2035,4,DESA,Desa,Rantau KarauTengah
63.08.03.2037,4,DESA,Desa,Tambalang Tengah
63.08.03.2038,4,DESA,Desa,Teluk Mesjid
63.08.03.2039,4,DESA,Desa,Murung Asam
63.08.03.2040,4,DESA,Desa,Tatah Laban
63.08.03.2041,4,DESA,Desa,Jalan Lurus
63.08.03.2042,4,DESA,Desa,Teluk Sinar
63.08.03.2043,4,DESA,Desa,Padang Bangkal
63.08.03.2044,4,DESA,Desa,Hambuku Pasar
63.08.03.2045,4,DESA,Desa,Pangkalan Sari
63.08.03.2046,4,DESA,Desa,Rantau Karau Raya
63.08.04,3,KECAMATAN,Kecamatan,Amuntai Selatan
63.08.04.2001,4,DESA,Desa,Panyiuran
63.08.04.2002,4,DESA,Desa,Simpang Empat
63.08.04.2003,4,DESA,Desa,Padang Darat
63.08.04.2004,4,DESA,Desa,Teluk Baru
63.08.04.2005,4,DESA,Desa,Ilir Mesjid
63.08.04.2006,4,DESA,Desa,Jarang Kuantan
63.08.04.2007,4,DESA,Desa,Jumba
63.08.04.2008,4,DESA,Desa,Telaga Sari
63.08.04.2009,4,DESA,Desa,Telaga Silaba
63.08.04.2010,4,DESA,Desa,Banyu Hirang
63.08.04.2011,4,DESA,Desa,Kayakah
63.08.04.2012,4,DESA,Desa,Bajawit
63.08.04.2013,4,DESA,Desa,Padang Tanggul
63.08.04.2014,4,DESA,Desa,Teluk Paring
63.08.04.2015,4,DESA,Desa,Rukam Hilir
63.08.04.2016,4,DESA,Desa,Mamar
63.08.04.2017,4,DESA,Desa,Cempaka
63.08.04.2018,4,DESA,Desa,Keramat
63.08.04.2019,4,DESA,Desa,Ujung Murung
63.08.04.2020,4,DESA,Desa,Kota Raja
63.08.04.2021,4,DESA,Desa,Pulau Tambak
63.08.04.2022,4,DESA,Desa,Harusan Telaga
63.08.04.2023,4,DESA,Desa,Simpang Tiga
63.08.04.2024,4,DESA,Desa,Cangkering
63.08.04.2025,4,DESA,Desa,Kutai Kecil
63.08.04.2026,4,DESA,Desa,Teluk Sari
63.08.04.2027,4,DESA,Desa,Murung Panggang
63.08.04.2028,4,DESA,Desa,Telaga Hanyar
63.08.04.2029,4,DESA,Desa,Rukam
63.08.04.2030,4,DESA,Desa,Murung Sari
63.08.05,3,KECAMATAN,Kecamatan,Amuntai Tengah
63.08.05.1001,4,KELURAHAN,Kelurahan,Antasari
63.08.05.1002,4,KELURAHAN,Kelurahan,Murung Sari
63.08.05.1003,4,KELURAHAN,Kelurahan,Kebun Sari
63.08.05.1004,4,KELURAHAN,Kelurahan,Paliwara
63.08.05.1005,4,KELURAHAN,Kelurahan,Sungai Malang
63.08.05.2006,4,DESA,Desa,Tapus
63.08.05.2007,4,DESA,Desa,Kandang Halang
63.08.05.2008,4,DESA,Desa,Pasar Senin
63.08.05.2009,4,DESA,Desa,Kota Raden Hulu
63.08.05.2010,4,DESA,Desa,Tangga Ulin Hilir
63.08.05.2011,4,DESA,Desa,Tambalangan
63.08.05.2012,4,DESA,Desa,Palampitan Hulu
63.08.05.2013,4,DESA,Desa,Harus
63.08.05.2014,4,DESA,Desa,Pinangkara
63.08.05.2015,4,DESA,Desa,Sungai Karias
63.08.05.2016,4,DESA,Desa,Tigarun
63.08.05.2017,4,DESA,Desa,Pinang Habang
63.08.05.2018,4,DESA,Desa,Hulu Pasar
63.08.05.2019,4,DESA,Desa,Kota Raden Hilir
63.08.05.2020,4,DESA,Desa,Rantawan
63.08.05.2021,4,DESA,Desa,Muara Tapus
63.08.05.2022,4,DESA,Desa,Palampitan Hilir
63.08.05.2023,4,DESA,Desa,Harusan
63.08.05.2024,4,DESA,Desa,Sungai Baring
63.08.05.2025,4,DESA,Desa,Kembang Kuning
63.08.05.2026,4,DESA,Desa,Datu Kuning
63.08.05.2027,4,DESA,Desa,Tangga Ulin Hulu
63.08.05.2028,4,DESA,Desa,Mawar Sari
63.08.05.2029,4,DESA,Desa,Danau Cermin
63.08.06,3,KECAMATAN,Kecamatan,Amuntai Utara
63.08.06.2003,4,DESA,Desa,Pakapuran
63.08.06.2004,4,DESA,Desa,Pakacangan
63.08.06.2005,4,DESA,Desa,Panangkalaan
63.08.06.2006,4,DESA,Desa,Padang Basar
63.08.06.2007,4,DESA,Desa,Murung Karangan
63.08.06.2008,4,DESA,Desa,Kamayahan
63.08.06.2009,4,DESA,Desa,Guntung
63.08.06.2010,4,DESA,Desa,Muara Baruh
63.08.06.2011,4,DESA,Desa,Teluk Daun
63.08.06.2012,4,DESA,Desa,Sungai Turak
63.08.06.2013,4,DESA,Desa,Tabalong Mati
63.08.06.2020,4,DESA,Desa,Pimping
63.08.06.2021,4,DESA,Desa,Padang Luar
63.08.06.2023,4,DESA,Desa,Tayur
63.08.06.2026,4,DESA,Desa,Panangkalaan Hulu
63.08.06.2027,4,DESA,Desa,Cakeru
63.08.06.2028,4,DESA,Desa,Sungai Turak Dalam
63.08.06.2029,4,DESA,Desa,Panyaungan
63.08.06.2030,4,DESA,Desa,Kuangan
63.08.06.2032,4,DESA,Desa,Tabing Liring
63.08.06.2033,4,DESA,Desa,Padang Basar Hilir
63.08.06.2034,4,DESA,Desa,Telaga Bamban
63.08.06.2035,4,DESA,Desa,Air Tawar
63.08.06.2037,4,DESA,Desa,Panangian
63.08.06.2041,4,DESA,Desa,Pamintangan
63.08.06.2044,4,DESA,Desa,Pandawanan
63.08.07,3,KECAMATAN,Kecamatan,Banjang
63.08.07.2001,4,DESA,Desa,Banjang
63.08.07.2002,4,DESA,Desa,Patarikan
63.08.07.2003,4,DESA,Desa,Teluk Buluh
63.08.07.2004,4,DESA,Desa,Pandulangan
63.08.07.2005,4,DESA,Desa,Danau Terati
63.08.07.2006,4,DESA,Desa,Garunggang
63.08.07.2007,4,DESA,Desa,Baruh Tabing
63.08.07.2008,4,DESA,Desa,Murung Padang
63.08.07.2009,4,DESA,Desa,Teluk Sarikat
63.08.07.2010,4,DESA,Desa,Baringin
63.08.07.2011,4,DESA,Desa,Kalintamui
63.08.07.2012,4,DESA,Desa,Palanjungan Sari
63.08.07.2013,4,DESA,Desa,Lok Bangkai
63.08.07.2014,4,DESA,Desa,Sungai Bahadangan
63.08.07.2015,4,DESA,Desa,Karias Dalam
63.08.07.2016,4,DESA,Desa,Rantau Bujur
63.08.07.2017,4,DESA,Desa,Kaludan Kecil
63.08.07.2018,4,DESA,Desa,Kaludan Besar
63.08.07.2019,4,DESA,Desa,Pawalutan
63.08.07.2020,4,DESA,Desa,Pulau Damar
63.08.08,3,KECAMATAN,Kecamatan,Haur Gading
63.08.08.2001,4,DESA,Desa,Palimbangan
63.08.08.2002,4,DESA,Desa,Palimbangan Gusti
63.08.08.2003,4,DESA,Desa,Palimbang Sari
63.08.08.2004,4,DESA,Desa,Bayur
63.08.08.2005,4,DESA,Desa,Lok Suga
63.08.08.2006,4,DESA,Desa,Sungai Limas
63.08.08.2007,4,DESA,Desa,Pihaung
63.08.08.2008,4,DESA,Desa,Sungai Binuang
63.08.08.2009,4,DESA,Desa,Jingah Bujur
63.08.08.2010,4,DESA,Desa,Haur Gading
63.08.08.2011,4,DESA,Desa,Keramat
63.08.08.2012,4,DESA,Desa,Tambak Sari Panji
63.08.08.2013,4,DESA,Desa,Pulantani
63.08.08.2014,4,DESA,Desa,Waringin
63.08.08.2015,4,DESA,Desa,Tangkawang
63.08.08.2016,4,DESA,Desa,Tuhuran
63.08.08.2017,4,DESA,Desa,Taluk Haur
63.08.08.2018,4,DESA,Desa,Panawakan
63.08.09,3,KECAMATAN,Kecamatan,Paminggir
63.08.09.2001,4,DESA,Desa,Paminggir
63.08.09.2002,4,DESA,Desa,Paminggir Seberang
63.08.09.2003,4,DESA,Desa,Ambahai
63.08.09.2004,4,DESA,Desa,Sapala
63.08.09.2005,4,DESA,Desa,Bararawa
63.08.09.2006,4,DESA,Desa,Pal Batu
63.08.09.2007,4,DESA,Desa,Tampakang
63.08.10,3,KECAMATAN,Kecamatan,Sungai Tabukan
63.08.10.2001,4,DESA,Desa,Sungai Tabukan
63.08.10.2002,4,DESA,Desa,Nelayan
63.08.10.2003,4,DESA,Desa,Galagah Hulu
63.08.10.2004,4,DESA,Desa,Galagah
63.08.10.2005,4,DESA,Desa,Teluk Cati
63.08.10.2006,4,DESA,Desa,Pematang Benteng
63.08.10.2007,4,DESA,Desa,Pematang Benteng Hilir
63.08.10.2008,4,DESA,Desa,Pasar Sabtu
63.08.10.2009,4,DESA,Desa,Sungai Haji
63.08.10.2010,4,DESA,Desa,Hilir Mesjid
63.08.10.2011,4,DESA,Desa,Gampa Raya
63.08.10.2012,4,DESA,Desa,Banua Hanyar
63.08.10.2013,4,DESA,Desa,Rantau Bujur Hulu
63.08.10.2014,4,DESA,Desa,Rantau Bujur Tengah
63.08.10.2015,4,DESA,Desa,Rantau Bujur Hilir
63.08.10.2016,4,DESA,Desa,Rantau Bujur Darat
63.08.10.2017,4,DESA,Desa,Tembalang Raya
63.09,2,KABUPATEN,Kabupaten,Tabalong
63.09.01,3,KECAMATAN,Kecamatan,Banua Lawas
63.09.01.2001,4,DESA,Desa,Hapalah
63.09.01.2002,4,DESA,Desa,Bangkiling
63.09.01.2003,4,DESA,Desa,Sungai Durian
63.09.01.2004,4,DESA,Desa,Pematang
63.09.01.2005,4,DESA,Desa,Hariang
63.09.01.2006,4,DESA,Desa,Banua Lawas
63.09.01.2007,4,DESA,Desa,Habau
63.09.01.2008,4,DESA,Desa,Banua Rantau
63.09.01.2009,4,DESA,Desa,Purai
63.09.01.2010,4,DESA,Desa,Batang Banyu
63.09.01.2011,4,DESA,Desa,Habau Hulu
63.09.01.2012,4,DESA,Desa,Bungin
63.09.01.2013,4,DESA,Desa,Bakiling Raya
63.09.01.2014,4,DESA,Desa,Talan
63.09.01.2015,4,DESA,Desa,Sungai Anyar
63.09.02,3,KECAMATAN,Kecamatan,Kelua
63.09.02.1001,4,KELURAHAN,Kelurahan,Pulau
63.09.02.2002,4,DESA,Desa,Ampukung
63.09.02.2003,4,DESA,Desa,Telaga Itar
63.09.02.2004,4,DESA,Desa,Sungai Buluh
63.09.02.2005,4,DESA,Desa,Binturu
63.09.02.2006,4,DESA,Desa,Pudak Setegal
63.09.02.2007,4,DESA,Desa,Pasar Panas
63.09.02.2008,4,DESA,Desa,Masintan
63.09.02.2009,4,DESA,Desa,Takulat
63.09.02.2010,4,DESA,Desa,Paliat
63.09.02.2011,4,DESA,Desa,Karangan Putih
63.09.02.2012,4,DESA,Desa,Bahungin
63.09.03,3,KECAMATAN,Kecamatan,Tanta
63.09.03.2001,4,DESA,Desa,Murung Baru
63.09.03.2002,4,DESA,Desa,Lukbayur
63.09.03.2003,4,DESA,Desa,Walangkir
63.09.03.2004,4,DESA,Desa,Warukin
63.09.03.2005,4,DESA,Desa,Barimbun
63.09.03.2006,4,DESA,Desa,Mangkusip
63.09.03.2007,4,DESA,Desa,Pamarangan Kanan
63.09.03.2008,4,DESA,Desa,Pulau Ku'u
63.09.03.2009,4,DESA,Desa,Tanta
63.09.03.2010,4,DESA,Desa,Padang Panjang
