code	level	localPrefix	name	postCode
74.07.02.2020	4	Desa	Ollo Selatan	93792
74.07.02.2021	4	Desa	Waduri	93792
74.07.02.2022	4	Desa	Lewuto	93792
74.07.02.2023	4	Desa	Ambeua Raya	93792
74.07.02.2024	4	Desa	Kalimas	93792
74.07.03	3	Kecamatan	Tomia	
74.07.03.1001	4	Kelurahan	Waha	93793
74.07.03.1016	4	Kelurahan	Onemay	93793
74.07.03.2002	4	Desa	Waitii Barat	93793
74.07.03.2003	4	Desa	Lamanggau	93793
74.07.03.2004	4	Desa	Waiti	93793
74.07.03.2012	4	Desa	Runduma	93793
74.07.03.2015	4	Desa	Patua	93793
74.07.03.2017	4	Desa	Teemoane	93793
74.07.03.2018	4	Desa	Kollo Soha	93793
74.07.03.2019	4	Desa	Patua II	93793
74.07.04	3	Kecamatan	Binongko	
74.07.04.1005	4	Kelurahan	Taipabu	93794
74.07.04.1007	4	Kelurahan	Palahidu	93794
74.07.04.1010	4	Kelurahan	Wali	93794
74.07.04.1012	4	Kelurahan	Rukuwa	93794
74.07.04.2006	4	Desa	Makoro	93794
74.07.04.2008	4	Desa	Kampo Kampo	93794
74.07.04.2009	4	Desa	Lagongga	93794
74.07.04.2011	4	Desa	Palahidu Barat	93794
74.07.04.2013	4	Desa	Jaya Makmur	93794
74.07.05	3	Kecamatan	Wangi Wangi Selatan	
74.07.05.1016	4	Kelurahan	Mandati II	93795
74.07.05.1017	4	Kelurahan	Mandati I	93795
74.07.05.1025	4	Kelurahan	Mandati III	93795
74.07.05.2011	4	Desa	Kapota	93795
74.07.05.2012	4	Desa	Komala	93795
74.07.05.2013	4	Desa	Wungka	93795
74.07.05.2014	4	Desa	Matahora	93795
74.07.05.2015	4	Desa	Kabita	93795
74.07.05.2018	4	Desa	Mola Utara	93795
74.07.05.2019	4	Desa	Mola Selatan	93795
74.07.05.2020	4	Desa	Numana	93795
74.07.05.2021	4	Desa	Liya Mawi	93795
74.07.05.2022	4	Desa	Liya Togo	93795
74.07.05.2023	4	Desa	Kapota Utara	93795
74.07.05.2024	4	Desa	Kabita Togo	93795
74.07.05.2026	4	Desa	Liya Onemaelangka	93795
74.07.05.2027	4	Desa	Wisata Kolo	93795
74.07.05.2028	4	Desa	Mola Samaturu	93795
74.07.05.2029	4	Desa	Mola Bahari	93795
74.07.05.2030	4	Desa	Mola Nelayan Bhakti	93795
74.07.05.2031	4	Desa	Liya Bahari Indah	93795
74.07.06	3	Kecamatan	Kaledupa Selatan	
74.07.06.2001	4	Desa	Tampara	93792
74.07.06.2002	4	Desa	Kaswari	93792
74.07.06.2003	4	Desa	Pajam	93792
74.07.06.2004	4	Desa	Langge	93792
74.07.06.2005	4	Desa	Tanomeha	93792
74.07.06.2006	4	Desa	Lentea	93792
74.07.06.2007	4	Desa	Darawa	93792
74.07.06.2008	4	Desa	Sandi	93792
74.07.06.2009	4	Desa	Peropa	93792
74.07.06.2010	4	Desa	Tanjung	93792
74.07.07	3	Kecamatan	Tomia Timur	
74.07.07.1001	4	Kelurahan	Patipelong	93793
74.07.07.1002	4	Kelurahan	Tongano Barat	93793
74.07.07.1003	4	Kelurahan	Bahari	93793
74.07.07.1004	4	Kelurahan	Tongano Timur	93793
74.07.07.1011	4	Kelurahan	Rukuwa	93793
74.07.07.2005	4	Desa	Timu	93793
74.07.07.2006	4	Desa	Dete	93793
74.07.07.2007	4	Desa	Kulati	93793
74.07.07.2008	4	Desa	Wawaotimu	93793
74.07.07.2009	4	Desa	Kahiyanga	93793
74.07.08	3	Kecamatan	Togo Binongko	
74.07.08.1003	4	Kelurahan	Sowa	93794
74.07.08.1004	4	Kelurahan	Popalia	93794
74.07.08.2001	4	Desa	Waloindi	93794
74.07.08.2002	4	Desa	Oihu	93794
74.07.08.2005	4	Desa	Haka	93794
74.08	2	Kabupaten	Kolaka Utara	
74.08.01	3	Kecamatan	Lasusua	
74.08.01.1001	4	Kelurahan	Lasusua	93911
74.08.01.2002	4	Desa	Pitulua	93915
74.08.01.2003	4	Desa	Rante Limbong	93911
74.08.01.2006	4	Desa	Totallang	93916
74.08.01.2007	4	Desa	Tojabi	93916
74.08.01.2008	4	Desa	Ponggiha	93912
74.08.01.2009	4	Desa	Watuliwu	93911
74.08.01.2010	4	Desa	Sulaho	93916
74.08.01.2015	4	Desa	Patowonua	93916
74.08.01.2016	4	Desa	Babussalam	93916
74.08.01.2017	4	Desa	Batu Ganda Permai	93916
74.08.01.2018	4	Desa	Puncak Monapa	93911
74.08.02	3	Kecamatan	Pakue	
74.08.02.1001	4	Kelurahan	Olo-Oloho	93954
74.08.02.2002	4	Desa	Kosali	93954
74.08.02.2003	4	Desa	Mikuasi	93954
74.08.02.2010	4	Desa	Kasumeeto	93954
74.08.02.2013	4	Desa	Lalombundi	93954
74.08.02.2015	4	Desa	Toaha	93954
74.08.02.2018	4	Desa	Kondara	93954
74.08.02.2019	4	Desa	Sipakainge	93954
74.08.02.2020	4	Desa	Seuwwa	93954
74.08.02.2021	4	Desa	Alipato	93954
74.08.02.2022	4	Desa	Lalume	93954
74.08.03	3	Kecamatan	Batu Putih	
74.08.03.1001	4	Kelurahan	Batu Putih	93955
74.08.03.2002	4	Desa	Latowu	93955
74.08.03.2003	4	Desa	Mosiku	93955
74.08.03.2004	4	Desa	Lelewawo	93955
74.08.03.2011	4	Desa	Batu Api	93955
74.08.03.2012	4	Desa	Bukit Tinggi	93955
74.08.03.2015	4	Desa	Bukit Baru	93955
74.08.03.2016	4	Desa	Parung Lampe	93955
74.08.03.2017	4	Desa	Puncak Harapan	93955
74.08.03.2020	4	Desa	Tetebawo	93955
74.08.03.2021	4	Desa	Makkuaseng	93955
74.08.04	3	Kecamatan	Rante Angin	
74.08.04.1004	4	Kelurahan	Rante Angin	93956
74.08.04.2003	4	Desa	Rante Baru	93956
74.08.04.2005	4	Desa	Pohu	93956
74.08.04.2011	4	Desa	Torotuo	93956
74.08.04.2013	4	Desa	Maroko	93956
74.08.04.2014	4	Desa	Landolia	93956
74.08.04.2015	4	Desa	Lawekara	93956
74.08.05	3	Kecamatan	Kodeoha	
74.08.05.1002	4	Kelurahan	Mala - Mala	93957
74.08.05.2001	4	Desa	Awo	93957
74.08.05.2003	4	Desa	Koroha	93957
74.08.05.2004	4	Desa	Kamisi	93957
74.08.05.2006	4	Desa	Lametuna	93957
74.08.05.2007	4	Desa	Meeto	93957
74.08.05.2009	4	Desa	Kalu-Kaluku	93957
74.08.05.2010	4	Desa	Jabal Nur	93957
74.08.05.2012	4	Desa	Jabal Kubis	93957
74.08.05.2014	4	Desa	Sawangaoha	93957
74.08.05.2018	4	Desa	Ainani Tajriani	93957
74.08.05.2019	4	Desa	Delang-Delang	93957
74.08.06	3	Kecamatan	Ngapa	
74.08.06.1003	4	Kelurahan	Lapai	93958
74.08.06.2002	4	Desa	Ngapa	93958
74.08.06.2005	4	Desa	Paruttellang	93958
74.08.06.2008	4	Desa	Puurau	93958
74.08.06.2009	4	Desa	Koreiha	93958
74.08.06.2011	4	Desa	Lawolatu	93958
74.08.06.2012	4	Desa	Tadaumera	93958
74.08.06.2013	4	Desa	Watumotaha	93958
74.08.06.2014	4	Desa	Beringin	93958
74.08.06.2015	4	Desa	Mataiwoi	93958
74.08.06.2016	4	Desa	Nimbuneha	93958
74.08.06.2017	4	Desa	Padaelo	93958
74.08.07	3	Kecamatan	Wawo	
74.08.07.2001	4	Desa	Walasiho	93956
74.08.07.2002	4	Desa	Wawo	93956
74.08.07.2003	4	Desa	Tinukari	93956
74.08.07.2004	4	Desa	Pumbolo	93956
74.08.07.2005	4	Desa	Ulu Wawo	93956
74.08.07.2006	4	Desa	Latawe	93956
74.08.07.2007	4	Desa	Salurengko	93956
74.08.08	3	Kecamatan	Lambai	
74.08.08.2001	4	Desa	Lambai	93911
74.08.08.2002	4	Desa	Latawaro	93911
74.08.08.2003	4	Desa	Lapasi - Pasi	93911
74.08.08.2004	4	Desa	Raoda	93911
74.08.08.2005	4	Desa	Woise	93911
74.08.08.2006	4	Desa	Woitombo	93911
74.08.08.2007	4	Desa	Tebongeano	93911
74.08.09	3	Kecamatan	Watunohu	
74.08.09.2001	4	Desa	Watunohu	93958
74.08.09.2002	4	Desa	Lahabaru	93958
74.08.09.2003	4	Desa	Tambuha	93958
74.08.09.2004	4	Desa	Sarona	93958
74.08.09.2005	4	Desa	Sapoiha	93958
74.08.09.2006	4	Desa	Nyule	93958
74.08.09.2007	4	Desa	Samaturu	93958
74.08.09.2008	4	Desa	Lelehao	93958
74.08.10	3	Kecamatan	Pakue Tengah	
74.08.10.2001	4	Desa	Lanipa	93954
74.08.10.2002	4	Desa	Majapahit	93954
74.08.10.2003	4	Desa	Labipi	93954
74.08.10.2004	4	Desa	Latali	93954
74.08.10.2005	4	Desa	Pasampang	93954
74.08.10.2006	4	Desa	Tarengga	93954
74.08.10.2007	4	Desa	To'lemo	93954
74.08.10.2008	4	Desa	Salulotong	93954
74.08.10.2009	4	Desa	Powalaa	93954
74.08.10.2010	4	Desa	Kalahunde	93954
74.08.11	3	Kecamatan	Pakue Utara	
74.08.11.2001	4	Desa	Puundoho	93954
74.08.11.2002	4	Desa	Pakue	93954
74.08.11.2003	4	Desa	Lawata	93954
74.08.11.2004	4	Desa	Mataleuno	93954
74.08.11.2005	4	Desa	Teposua	93954
74.08.11.2006	4	Desa	Saludongka	93954
74.08.11.2007	4	Desa	Kalo	93954
74.08.11.2008	4	Desa	Amoe	93954
74.08.11.2009	4	Desa	Lengkong Batu	93954
74.08.12	3	Kecamatan	Porehu	
74.08.12.2001	4	Desa	Porehu	93955
74.08.12.2002	4	Desa	Tobela	93955
74.08.12.2003	4	Desa	Tanggaruru	93955
74.08.12.2004	4	Desa	Ponggi	93955
74.08.12.2005	4	Desa	Larui	93955
74.08.12.2007	4	Desa	Bangsala	93955
74.08.12.2008	4	Desa	Sarambu	93955
74.08.12.2009	4	Desa	Tinuna	93955
74.08.13	3	Kecamatan	Katoi	
74.08.13.2001	4	Desa	Lanipa - Nipa	93913
74.08.13.2002	4	Desa	Ujung Tobaku	93913
74.08.13.2003	4	Desa	Katoi	93913
74.08.13.2004	4	Desa	Simbula	93914
74.08.13.2005	4	Desa	Maruge	93914
74.08.13.2006	4	Desa	Lambuno	93916
74.08.14	3	Kecamatan	Tiwu	
74.08.14.2001	4	Desa	Mattiro Bulu	93957
74.08.14.2002	4	Desa	Lawadia	93957
74.08.14.2003	4	Desa	Watumea	93957
74.08.14.2004	4	Desa	Tiwu	93957
74.08.14.2005	4	Desa	Tahibua	93957
74.08.14.2006	4	Desa	Lapolu	93957
74.08.14.2007	4	Desa	Tanggeawo	93957
74.08.15	3	Kecamatan	Tolala	
74.08.15.2001	4	Desa	Lawaki Jaya	93955
74.08.15.2002	4	Desa	Patikala	93955
74.08.15.2003	4	Desa	Tolala	93955
74.08.15.2004	4	Desa	Bahari	93955
74.08.15.2005	4	Desa	Leleulu	93955
74.08.15.2006	4	Desa	Loka	93955
74.09	2	Kabupaten	Konawe Utara	
74.09.01	3	Kecamatan	Asera	
74.09.01.1005	4	Kelurahan	Wanggudu	93353
74.09.01.1009	4	Kelurahan	Asera	93353
74.09.01.2006	4	Desa	Wanggudu Raya	93353
74.09.01.2007	4	Desa	Walalindu	93353
74.09.01.2008	4	Desa	Tangguluri	93353
74.09.01.2010	4	Desa	Amorome	93353
74.09.01.2016	4	Desa	Wawolimbue	93353
74.09.01.2017	4	Desa	Walasolo	93353
74.09.01.2020	4	Desa	Wunduhaka	93353
74.09.01.2024	4	Desa	Tapuwatu	93353
74.09.01.2027	4	Desa	Aseminunulai	93353
74.09.01.2030	4	Desa	Puunggomosi	93353
74.09.01.2031	4	Desa	Puuwanggudu	93353
74.09.01.2032	4	Desa	Longeo Utama	93353
74.09.01.2033	4	Desa	Kota Mulya	93353
74.09.01.2034	4	Desa	Amorome Utama	93353
74.09.01.2035	4	Desa	Andedao	93353
74.09.01.2036	4	Desa	Alaa Wanggudu	93353
74.09.01.2037	4	Desa	Oheo Trans	93353
74.09.02	3	Kecamatan	Wiwirano	
74.09.02.1001	4	Kelurahan	Lamonae	93353
74.09.02.2002	4	Desa	Padalere	93353
74.09.02.2004	4	Desa	Tetewatu	93353
74.09.02.2006	4	Desa	Culumbatu	93353
74.09.02.2007	4	Desa	Wawoheo	93353
74.09.02.2009	4	Desa	Lamparinga	93353
74.09.02.2010	4	Desa	Lamonae Utama	93353
74.09.02.2012	4	Desa	Wacumelewe	93353
74.09.02.2013	4	Desa	Mata Osole	93353
74.09.02.2014	4	Desa	Pondoa	93353
74.09.02.2020	4	Desa	Wawonsangi	93353
74.09.02.2021	4	Desa	Wawontoaho	93353
74.09.02.2022	4	Desa	Larompana	93353
74.09.02.2023	4	Desa	Wacu Pinodo	93353
74.09.02.2024	4	Desa	Padalere Utama	93353
74.09.03	3	Kecamatan	Langgikima	
74.09.03.1003	4	Kelurahan	Langgikima	93352
74.09.03.2001	4	Desa	Molore	93352
74.09.03.2002	4	Desa	Lameruru	93352
74.09.03.2004	4	Desa	Sarimukti	93352
74.09.03.2005	4	Desa	Morombo Pantai	93352
74.09.03.2006	4	Desa	Polora Indah	93352
74.09.03.2007	4	Desa	Pariama	93352
74.09.03.2008	4	Desa	Tobimeita	93352
74.09.03.2009	4	Desa	Alenggo	93352
74.09.03.2010	4	Desa	Mekar Jaya	93352
74.09.03.2011	4	Desa	Molore Pantai	93352
74.09.03.2012	4	Desa	Ngapa Inia	93352
74.09.04	3	Kecamatan	Molawe	
74.09.04.1002	4	Kelurahan	Molawe	93352
74.09.04.2001	4	Desa	Bandaeha	93352
74.09.04.2003	4	Desa	Awila	93352
74.09.04.2004	4	Desa	Mowundo	93352
74.09.04.2005	4	Desa	Mandiodo	93352
74.09.04.2006	4	Desa	Tapunggaya	93352
74.09.04.2007	4	Desa	Mataiwoi	93352
74.09.04.2008	4	Desa	Awila Puncak	93352
74.09.04.2009	4	Desa	Tapuemea	93352
74.09.05	3	Kecamatan	Lasolo	
74.09.05.1001	4	Kelurahan	Tinobu	93352
74.09.05.2006	4	Desa	Abola	93352
74.09.05.2007	4	Desa	Belalo	93352
74.09.05.2008	4	Desa	Andeo	93352
74.09.05.2009	4	Desa	Matapila	93352
74.09.05.2010	4	Desa	Andumowu	93352
74.09.05.2011	4	Desa	Basule	93352
74.09.05.2012	4	Desa	Waworaha	93352
74.09.05.2013	4	Desa	Otole	93352
74.09.05.2016	4	Desa	Watukila	93352
74.09.05.2017	4	Desa	Lametono	93352
74.09.05.2020	4	Desa	Larodangge	93352
74.09.05.2024	4	Desa	Tetelupai	93352
74.09.05.2025	4	Desa	Lalowaru	93352
74.09.05.2026	4	Desa	Muara Tinobu	93352
74.09.05.2030	4	Desa	Marombo Pantai	93352
74.09.05.2031	4	Desa	Tokowuta	93352
74.09.06	3	Kecamatan	Lembo	
74.09.06.1004	4	Kelurahan	Lembo	93352
74.09.06.2001	4	Desa	Alo Alo	93352
74.09.06.2002	4	Desa	Puulemo	93352
74.09.06.2003	4	Desa	Padaleu	93352
74.09.06.2005	4	Desa	Bungguosu	93352
74.09.06.2006	4	Desa	Puusiambu	93352
74.09.06.2007	4	Desa	Taipa	93352
74.09.06.2008	4	Desa	Tongalino	93352
74.09.06.2009	4	Desa	Pasir Putih	93352
74.09.06.2010	4	Desa	Laramo	93352
74.09.06.2011	4	Desa	Lapulu	93352
74.09.06.2012	4	Desa	Watuwula	93352
74.09.07	3	Kecamatan	Sawa	
74.09.07.1002	4	Kelurahan	Sawa	93352
74.09.07.2003	4	Desa	Lalembo	93352
74.09.07.2004	4	Desa	Laimeo	93352
74.09.07.2005	4	Desa	Pudonggala	93352
74.09.07.2007	4	Desa	Matanggonawe	93352
74.09.07.2008	4	Desa	Kokapi	93352
74.09.07.2012	4	Desa	Tongauna	93352
74.09.07.2013	4	Desa	Puupi	93352
74.09.07.2016	4	Desa	Pudonggala Utama	93352
74.09.07.2017	4	Desa	Ulu Sawa	93352
74.09.07.2021	4	Desa	Tudungano	93352
74.09.07.2022	4	Desa	Tanjung Laimeo	93352
74.09.07.2023	4	Desa	Panggulawu	93352
74.09.07.2024	4	Desa	Pekaroa	93352
74.09.08	3	Kecamatan	Oheo	
74.09.08.1009	4	Kelurahan	Linomoiyo	93353
74.09.08.2001	4	Desa	Laronaha	93353
74.09.08.2002	4	Desa	Bandaeha	93353
74.09.08.2003	4	Desa	Kota Maju	93353
74.09.08.2004	4	Desa	Landawe	93353
74.09.08.2005	4	Desa	Wiwirano	93353
74.09.08.2006	4	Desa	Mopute	93353
74.09.08.2007	4	Desa	Tadoloiyo	93353
74.09.08.2008	4	Desa	Puuhialu	93353
74.09.08.2010	4	Desa	Sambandete	93353
74.09.08.2011	4	Desa	Paka Indah	93353
74.09.08.2013	4	Desa	Lameoru	93353
74.09.08.2014	4	Desa	Walandawe	93353
74.09.08.2015	4	Desa	Bendewuta	93353
74.09.08.2016	4	Desa	Tinondo	93353
74.09.08.2018	4	Desa	Horoe	93353
74.09.08.2019	4	Desa	Tadoloiyo Trans	93353
74.09.09	3	Kecamatan	Andowia	
74.09.09.1001	4	Kelurahan	Andowia	93353
74.09.09.2002	4	Desa	Lahimbua	93353
74.09.09.2003	4	Desa	Laronanga	93353
74.09.09.2004	4	Desa	Lambudoni	93353
74.09.09.2005	4	Desa	Lamondowo	93353
74.09.09.2006	4	Desa	Labungga	93353
74.09.09.2007	4	Desa	Mataiwoi	93353
74.09.09.2008	4	Desa	Larobende	93353
74.09.09.2009	4	Desa	Puusuli	93353
74.09.09.2010	4	Desa	Banggarema	93353
74.09.09.2011	4	Desa	Amolame	93353
74.09.09.2012	4	Desa	Anggolohipo	93353
74.09.09.2013	4	Desa	Puuwonua	93353
74.09.09.2014	4	Desa	Ambake	93353
74.09.09.2015	4	Desa	Waworate	93353
74.09.10	3	Kecamatan	Motui	
74.09.10.1002	4	Kelurahan	Bende	93352
74.09.10.2001	4	Desa	Tondowatu	93352
74.09.10.2003	4	Desa	Matandahi	93352
74.09.10.2004	4	Desa	Banggina	93352
74.09.10.2005	4	Desa	Motui	93352
74.09.10.2006	4	Desa	Wawoluri	93352
74.09.10.2007	4	Desa	Lambuluo	93352
74.09.10.2008	4	Desa	Poni Poniki	93352
74.09.10.2009	4	Desa	Puuwonggia	93352
74.09.10.2010	4	Desa	Punggulahi	93352
74.09.10.2011	4	Desa	Sama Subur	93352
74.09.10.2012	4	Desa	Ranombupulu	93352
74.09.10.2013	4	Desa	Tobimeita	93352
74.09.10.2014	4	Desa	Kapolano	93352
74.09.10.2015	4	Desa	Sambasule	93352
74.09.11	3	Kecamatan	Wawolesea	
74.09.11.2001	4	Desa	Tanjung Bunga	93353
74.09.11.2002	4	Desa	Kampoh Bunga	93353
74.09.11.2003	4	Desa	Lemo Bajo	93353
74.09.11.2004	4	Desa	Barasanga	93353
74.09.11.2005	4	Desa	Wawolesea	93353
74.09.11.2006	4	Desa	Toreo	93353
74.09.11.2007	4	Desa	Otipulu	93353
74.09.11.2009	4	Desa	Kampoh Cina	93353
74.09.12	3	Kecamatan	Lasolo Kepulauan	
74.09.12.2001	4	Desa	Boenaga	93352
74.09.12.2002	4	Desa	Waturambaha	93352
74.09.12.2003	4	Desa	Labengki	93352
74.09.12.2004	4	Desa	Morombo	93352
74.09.12.2005	4	Desa	Tapunopaka	93352
74.09.12.2006	4	Desa	Boedingi	93352
74.09.13	3	Kecamatan	Landawe	
74.09.13.2001	4	Desa	Kuratao	93352
74.09.13.2002	4	Desa	Landiwo	93352
74.09.13.2003	4	Desa	Kolosua	93352
74.09.13.2004	4	Desa	Laumoso	93352
74.09.13.2005	4	Desa	Hialu Utama	93352
74.09.13.2006	4	Desa	Polo-Polora	93352
74.09.13.2007	4	Desa	Tambakua	93352
74.09.13.2008	4	Desa	Matabaho	93352
74.09.13.2009	4	Desa	Landawe Utama	93352
74.09.13.2010	4	Desa	Mata Benua	93352
74.09.13.2011	4	Desa	Hialu	93352
74.10	2	Kabupaten	Buton Utara	
74.10.01	3	Kecamatan	Kulisusu	
74.10.01.1008	4	Kelurahan	Bangkudu	93672
74.10.01.1009	4	Kelurahan	Lipu	93672
74.10.01.1010	4	Kelurahan	Lakonea	93672
74.10.01.1012	4	Kelurahan	Lemo	93672
74.10.01.1014	4	Kelurahan	Bonelipu	93672
74.10.01.1016	4	Kelurahan	Sara'ea	93672
74.10.01.1017	4	Kelurahan	Wandaka	93672
74.10.01.2001	4	Desa	Triwacuwacu	93672
74.10.01.2002	4	Desa	Waculaea	93672
74.10.01.2003	4	Desa	Eelahaji	93672
74.10.01.2004	4	Desa	Tomoahi	93672
74.10.01.2005	4	Desa	Kalibu	93672
74.10.01.2006	4	Desa	Jampaka	93672
74.10.01.2007	4	Desa	Loji	93672
74.10.01.2011	4	Desa	Linsowu	93672
74.10.01.2013	4	Desa	Rombo	93672
74.10.01.2018	4	Desa	Wasalabose	93672
74.10.01.2019	4	Desa	Malalanda	93672
74.10.01.2020	4	Desa	Lemo Ea	93672
74.10.01.2021	4	Desa	Lantagi	93672
74.10.01.2022	4	Desa	Laangke	93672
74.10.01.2023	4	Desa	Kadacua	93672
74.10.01.2024	4	Desa	Banu-Banua Jaya	93672
74.10.02	3	Kecamatan	Kambowa	
74.10.02.1004	4	Kelurahan	Kambowa	93673
74.10.02.2001	4	Desa	Bubu	93673
74.10.02.2002	4	Desa	Lahumoko	93673
74.10.02.2003	4	Desa	Morindino	93673
74.10.02.2005	4	Desa	Pongkowulu	93673
74.10.02.2006	4	Desa	Lagundi	93673
74.10.02.2007	4	Desa	Konde	93673
74.10.02.2008	4	Desa	Mata	93673
74.10.02.2009	4	Desa	Bubu Barat	93673
74.10.02.2010	4	Desa	Bente	93673
74.10.02.2011	4	Desa	Baluara	93673
74.10.03	3	Kecamatan	Bonegunu	
74.10.03.1006	4	Kelurahan	Buranga	93673
74.10.03.1010	4	Kelurahan	Bonegunu	93673
74.10.03.2001	4	Desa	Gunung Sari	93673
74.10.03.2002	4	Desa	Ronta	93673
74.10.03.2003	4	Desa	Waode Angkalo	93673
74.10.03.2004	4	Desa	Langere	93673
74.10.03.2005	4	Desa	Koepisino	93673
74.10.03.2007	4	Desa	Waode Kalowo	93673
74.10.03.2008	4	Desa	Laano Ipi	93673
74.10.03.2009	4	Desa	Eensumala	93673
74.10.03.2013	4	Desa	Tatombuli	93673
74.10.03.2014	4	Desa	Rante Gola	93673
74.10.03.2015	4	Desa	Ngapa'ea	93673
74.10.03.2016	4	Desa	Koboruno	93673
74.10.03.2017	4	Desa	Damai Laborona	93673
74.10.04	3	Kecamatan	Kulisusu Barat	
74.10.04.2001	4	Desa	Kotawo	93672
74.10.04.2002	4	Desa	Karya Bhakti	93672
74.10.04.2003	4	Desa	Margakarya	93672
74.10.04.2004	4	Desa	Kasulatombi	93672
74.10.04.2005	4	Desa	Dampala Jaya	93672
74.10.04.2006	4	Desa	Rahmat Baru	93672
74.10.04.2007	4	Desa	Soloy Agung	93672
74.10.04.2008	4	Desa	Bumi Lapero	93672
74.10.04.2009	4	Desa	Karya Mulya	93672
74.10.04.2010	4	Desa	Lambale	93672
74.10.04.2011	4	Desa	Lapandewa	93672
74.10.04.2012	4	Desa	Lauki	93672
74.10.04.2013	4	Desa	Mekar Jaya	93672
74.10.04.2014	4	Desa	Labulanda	93672
74.10.05	3	Kecamatan	Kulisusu Utara	
74.10.05.2001	4	Desa	Kurolabu	93672
74.10.05.2002	4	Desa	Tombia	93672
74.10.05.2003	4	Desa	Lamoahi	93672
74.10.05.2004	4	Desa	Lanosangia	93672
74.10.05.2005	4	Desa	Pebaoa	93672
74.10.05.2006	4	Desa	Petetea'a	93672
74.10.05.2007	4	Desa	Lelamo	93672
74.10.05.2008	4	Desa	Waodeburi	93672
74.10.05.2009	4	Desa	Ulunambo	93672
74.10.05.2010	4	Desa	Bira	93672
74.10.05.2011	4	Desa	E'erinere	93672
74.10.05.2012	4	Desa	Labelete	93672
74.10.05.2013	4	Desa	Wamboule	93672
74.10.05.2014	4	Desa	Wowonga Jaya	93672
74.10.06	3	Kecamatan	Wakorumba Utara	
74.10.06.1007	4	Kelurahan	Labuan	93671
74.10.06.1008	4	Kelurahan	Labuan Walio	93671
74.10.06.2001	4	Desa	Lasiwa	93671
74.10.06.2002	4	Desa	Laea	93671
74.10.06.2003	4	Desa	Matalagi	93671
74.10.06.2004	4	Desa	Wantulasi	93671
74.10.06.2005	4	Desa	Labuan Bajo	93671
74.10.06.2006	4	Desa	Labaraga	93671
74.10.06.2009	4	Desa	Wamorapa	93671
74.10.06.2010	4	Desa	Sumampeno	93671
74.10.06.2011	4	Desa	Oengkapala	93671
74.10.06.2012	4	Desa	Labuko	93671
74.10.06.2013	4	Desa	Laba Jaya	93671
74.11	2	Kabupaten	Kolaka Timur	
74.11.01	3	Kecamatan	Tirawuta	
74.11.01.1002	4	Kelurahan	Rate-Rate	93571
74.11.01.1016	4	Kelurahan	Tababu	93571
74.11.01.2001	4	Desa	Simbune	93571
74.11.01.2003	4	Desa	Poni-Poniki	93571
74.11.01.2004	4	Desa	Tawainalu	93571
74.11.01.2005	4	Desa	Woiha	93571
74.11.01.2006	4	Desa	Tasahea	93571
74.11.01.2007	4	Desa	Lara	93571
74.11.01.2008	4	Desa	Tumbudadio	93571
74.11.01.2009	4	Desa	Orawa	93571
74.11.01.2010	4	Desa	Lalingato	93571
74.11.01.2011	4	Desa	Tirawuta	93571
74.11.01.2012	4	Desa	Roko-Roko	93571
74.11.01.2013	4	Desa	Loka	93571
74.11.01.2014	4	Desa	Matabondu	93571
74.11.01.2015	4	Desa	Karemotingge	93571
74.11.02	3	Kecamatan	Loea	
74.11.02.1001	4	Kelurahan	Loea	93571
74.11.02.1002	4	Kelurahan	Simbalae	93571
74.11.02.2003	4	Desa	Lamoare	93571
74.11.02.2004	4	Desa	Iwoikondo	93571
74.11.02.2005	4	Desa	Peatoa	93571
74.11.02.2006	4	Desa	Lalowura	93571
74.11.02.2007	4	Desa	Mataiwoi	93571
74.11.02.2008	4	Desa	Teposua	93571
74.11.02.2009	4	Desa	Tinomu	93571
74.11.03	3	Kecamatan	Ladongi	
74.11.03.1001	4	Kelurahan	Ladongi	93571
74.11.03.1002	4	Kelurahan	Atula	93571
74.11.03.1003	4	Kelurahan	Raa-Raa	93571
74.11.03.1004	4	Kelurahan	Welala	93571
74.11.03.2005	4	Desa	Putemata	93571
74.11.03.2009	4	Desa	Lalowosula	93571
74.11.03.2010	4	Desa	Wunggoloko	93571
74.11.03.2011	4	Desa	Anggaloosi	93571
74.11.03.2013	4	Desa	Pombeyoha	93571
74.11.03.2018	4	Desa	Tongandiu	93571
74.11.04	3	Kecamatan	Poli Polia	
74.11.04.1001	4	Kelurahan	Poli-Polia	93571
74.11.04.2002	4	Desa	Wia-Wia	93571
74.11.04.2003	4	Desa	Pangi-Pangi	93571
74.11.04.2004	4	Desa	Tokai	93571
74.11.04.2005	4	Desa	Andowengga	93571
74.11.04.2006	4	Desa	Taosu	93571
74.11.04.2007	4	Desa	Pole Maju Jaya	93571
74.11.04.2008	4	Desa	Polenga Jaya	93571
74.11.04.2009	4	Desa	Wundumbite	93571
74.11.04.2010	4	Desa	Hakambololi	93571
74.11.04.2011	4	Desa	Inotu Mewao	93571
74.11.04.2012	4	Desa	Puundokulo	93571
74.11.05	3	Kecamatan	Lambandia	
74.11.05.1002	4	Kelurahan	Penanggo Jaya	93571
74.11.05.2001	4	Desa	Wonuambuteo	93571
74.11.05.2003	4	Desa	Mokupa	93571
74.11.05.2005	4	Desa	Penanggoosi	93571
74.11.05.2007	4	Desa	Lowa	93571
74.11.05.2008	4	Desa	Atolanu	93571
